Code,Name,Officialname,Registration_number,Keph_Level,Facility_type,Facility_type_category,Owner,Owner_type,Regulatory_body,Beds,Cots,County,Constituency,Sub_county,Ward,Operation status,Admission_status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed,Lat,Long
24214,ABDALLAH & ASSOCIATES DENTAL AND IMPLANT CENTRE,ABDALLAH & ASSOCIATES DENTAL AND IMPLANT CENTRE,None,Level_ 2,Dental Clinic,STAND ALONE,Private Practice - Medical Specialist,Private Practice,None,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8177923,-1.2846515
24003,"Nairobi Ear,Nose and Throat clinic","Nairobi Ear,Nose and Throat clinic",2269,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.8040926,-1.293592
23936,Arrow Dental Limited,Arrow Dental Limited,8089,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.8184374,-1.2832116
23793,Gertrudes Childrens Hospital Junction Mall Clinic,Gertrudes Childrens Hospital Clinic (Junction Mall),15159,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7627183,-1.2890314
23792,Dr Cecelia Gathoni,Dr Cecelia Gathoni,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,None,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7990218,-1.2945344
23791,Footsteps To Fertility centre,Footsteps To Fertility centre,6128,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,2,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8068059,-1.2940338
23717,Sante-Reva Healthcare,Sante-Reva Healthcare,7073,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Other,2,2,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7626072,-1.281103
23405,Agakhan University Hospital Valley Arcade Clinic,Agakhan University Hospital Valley Arcade Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,None,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7699383,-1.2903383
23385,Better Living Hospital,Better Living Hospital,BN/2012/166499,Level_ 4,Primary care hospitals,HOSPITALS,Seventh Day Adventist,Faith Based Organization,Kenya MPDB,13,4,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8083583,-1.28944
23361,Bliss GVS Health Care (college House),Bliss GVS Health Care (college House),7730,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8168605,-1.2810422
23360,Bliss GVS Health Care (Teleposta Clinic),Bliss GVS Health Care (Teleposta Clinic),3510,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.819535,-1.286217
23117,Nephromed LTD,Nephromed LTD,14334,Level_ 3,Comprehensive Health Centre,HEALTH CENTRE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,18,5,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8087082,-1.2932064
23041,Dr.Joy P.Mpaata,Dr.Joy P.Mpaata,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8058201,-1.2946201
23040,LVCT Health Hurlinghum Dice,LVCT Health Dice (Hurlinghum),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7898301,-1.2937642
22867,Africare Ltd Forts building,Africare Ltd Forts building,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.808688,-1.298567
22866,Africare Ltd NHIF clinic,Africare Ltd NHIF clinic,8945/7,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.812388,-1.294522
21873,Dr C. Mwangi Clinic,Dr C. Mwangi Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8203289,-1.2842855
21287,Refuge Point International,Refuge Point International,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.79076,-1.29069
21286,Avenue House Medical Centre,Avenue House Medical Centre,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.79111,-1.29342
20397,Dr.K.Gicheru(Upper Hill Centre),Dr K Gicheru(Upper Hill Centre),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80651,-1.29472
20396,Dr.P.W.Kamau&Associates(Upper Hill Medical Centre),Dr.P.W.Kamau&Associates,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80651,-1.29472
20394,Dr.Henry Wellington Alube (landmark plaza),Dr.Henry Wellington Alube,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80531,-1.29477
20393,Dr.Charles.J.R.Opondo (landmark plaza),Dr Charles Opondo Medical Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80531,-1.29477
19959,Menelik Chest Clinic,Menelik Chest Clinic (Adams),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.78399,-1.2968
19562,Abraham Memorial Nursing Home (Westlands),Abraham Memorial Nursing Home,None,Level_ 3,Nursing Homes,NURSING HOME,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,6,1,Nairobi,Westlands,Westlands,Kangemi,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.75793,-1.26735
19557,Bafana Medical Centre,Bafana Medical Centre,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,2,Nairobi,Westlands,Westlands,Kangemi,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.75504,-1.26845
19550,Meridian Medical Centre (Penson Towers),Meridian Medical Centre,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.81762,-1.28362
19515,Afya Bora Health Care,Afya Bora Health Care,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,12,1,Nairobi,Westlands,Westlands,Kangemi,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.75751,-1.26779
19491,Victory Medicare,Victory Medicare,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Kangemi,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.75889,-1.26711
19395,Meridian Medical Centre (Loita Street),Meridian Medical Centre (Kileleshwa),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Landimawe,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.81762,-1.28362
18805,Bodaki Medical Clinic,Bodaki Medical Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),4,0,Nairobi,Dagoretti North,Dagoretti North,Gatina,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7554966,-1.275338
18535,Adventist Centre For Care and Support (Kilimani),Adventist Centre for Care and Support,None,Level_ 2,VCT,STAND ALONE,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80751,-1.28899
18488,Jacaranda Special School,Jacaranda Special School,None,Level_ 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Ministry of Health,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.78657,-1.28133
17650,SHOFCO Medical Clinic (Kibera),SHOFCO Medical Clinic (Kibera),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7727301,-1.300101
13232,State House Dispensary (Nairobi),State House Dispensary(Nairobi),GK-008099,Level_ 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8012,-1.28558
13110,Nairobi Hospital,Nairobi Hospital,821,Level_ 5,Comprehensive Teaching & Tertiary Referral Hospital,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,350,100,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.800247,-1.2947434
13254,Inter Group Health Ltd,Inter Group Health Ltd,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.811468,-1.298403
13242,University of Nairobi Health Services-Main Campus,University of Nairobi Health Services-Main Campus,Gk-009093,Level_ 4,HOSPITALS,None,Public Institution - Parastatal,Ministry of Health,Ministry of Health,12,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Admitting General & Maternity Patients,TRUE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80948,-1.279181
12951,Gertrudes Othaya Road Dispensary,Gertrudes Othaya Road Dispensary,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7678,-1.28101
12918,Dod Mrs Dispensary,DOD Mrs Dispensary,None,Level_ 2,Dispensary,DISPENSARY,Armed Forces,Ministry of Health,Ministry of Health,9,2,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.79943,-1.2921
13120,New Life Home Childrens Home (Kilimani),New Life Home Childrens Home (Kilimani),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.787067,-1.290167
13050,Liverpool VCT,Liverpool VCT,None,Level_ 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.79262,-1.29435
13194,National Spinal Injury Hospital,National Spinal Injury Hospital,None,Level_ 6,Specialized & Tertiary Referral hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.79339,-1.28567
13231,State House Dispensary(Arboretum),State House Dispensary(Arboretum),None,Level_ 2,Dispensary,DISPENSARY,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80337,-1.27623
16169,Lady Northey Dispensary,Lady Northey Dispensary,None,Level_ 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.81142,-1.28803
13062,Maria Immaculate Health Centre,Maria Immaculate Health Centre (lavington),None,Level_ 3,Basic Health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,27,2,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.764926,-1.289677
13123,Ngong Road Dispensary,Ngong Road Dispensary,None,Level_ 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7587,-1.29896
13111,Nairobi Outpatient Gulf Limited,Nairobi Outpatient Gulf Limited,18805,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,Not Admitting Patients,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.8176623,-1.2814007
13086,Melchezedek Hospital,Melchezedek Hospital,None,Level_ 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20,4,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7554,-1.27974
13117,Nairobi Womens Hospital (Hurlingham),Nairobi Womens Hospital (Hurlingham),None,Level_ 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.79631,-1.29391
13065,Marie Stopes Kenya Premier Clinic,Marie Stopes Kenya Premier Clinic,570,Level_ 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8189297,-1.2843601
30401,Eagle Eye Laser Centre LTD (Lavington),Eagle Eye Laser Centre LTD (Lavington),3739,Level_ 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7625914,-1.263105
28560,Kileleshwa Medical Plaza,Kileleshwa Medical Plaza,2848,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice- Pharmacist,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7715503,-1.258924
28357,Sante Reva Healthcare,Sante Reva Healthcare,7073,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7717502,-1.2615494
23491,LVCT Health Kibagare,LVCT Health (Kibagare),OP.218/051/2002/0150/2367,Level_ 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Other,0,0,Nairobi,Westlands,Westlands,Kitisuru,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.756988,-1.259375
31551,SHOFCO Makina Clinic,SHOFCO Makina Clinic,None,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Kibra,Kibra,Makina,Operational,Not Admitting Patients,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7849753,-1.3094427
31527,Sprout Medical Clinic,Sprout Medical Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,None,0,0,Nairobi,Kibra,Kibra,Laini Saba,Operational,Not Admitting Patients,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7959235,-1.3148019
31452,Jasmota Medical Clinic,Jasmota Medical Clinic,6/1/6/58,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),4,0,Nairobi,Dagoretti South,Dagoretti South,Ngando,Operational,Admitting Maternity Patients Only,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7501883,-1.2978083
31377,Ng'ando Rapha Medical centre LTD,Ng'ando Rapha Medical centre LTD,20768,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti South,Dagoretti South,Ngando,Operational,Admitting Maternity Patients Only,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.7484164,-1.3002134
31035,Wema Intergrative Health Centre,Wema Intergrative Health Centre,19944,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Pharmacy & Poisons Board,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Not Admitting Patients,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.776861,-1.3007447
30657,Molecular and Infectious Disease Research Lab,Molecular and Infectious Disease Research Lab,G3615,Level_ 2,Laboratory,STAND ALONE,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8116,-1.3012
30545,FAFU Medical clinic,FAFU Medical clinic,17136,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Laini Saba,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.792322,-1.309975
29984,Madaraka Dental Centre Limited (Madaraka),Madaraka Dental Centre Limited (Madaraka),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,Nairobi West,Operational,Not Admitting Patients,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.8187317,-1.30707931
29782,Janice Cholerton Medical & Cancer Centre (Golfcourse),Janice Cholerton Medical & Cancer Centre (Golfcourse),14805,Level_ 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,20,5,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Admitting General & Maternity Patients,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8022057,-1.3055793
29767,Kemri Medical Centre,Kemri Medical Centre,58752,Level_ 3,Medical Center,MEDICAL CENTER,Public Institution - Parastatal,Ministry of Health,None,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80296457,-1.31375905
29765,National Oncology Reference Laboratory,National Oncology Reference Laboratory,92,Level_ 3,Laboratory,STAND ALONE,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.80695325,-1.3044495
28795,Kinani Family Medical and Dental Care,Kinani Family Medical and Dental Care,4188,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,Not Admitting Patients,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.774149,-1.3104512
28791,Alkhair Medical Centre (Kibra),Alkhair Medical Centre (Kibra),15362,Level_ 2,Dispensary,DISPENSARY,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,Not Admitting Patients,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.7761227,-1.3088347
28664,Undugu Highrise Dispensary,Undugu Highrise Dispensary,GK-018709,Level_ 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Kibra,Langata,Nyayo Highrise,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7994,-1.31412
28284,LVCT Health Dreams (Kibra),LVCT Health Dreams (Kibra),199498,Level_ 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7878183,-1.3061353
27814,Trio Diagnostic Limited (Adams Arcade),Trio Diagnostic Limited (Adams Arcade),None,Level_ 2,Laboratory,STAND ALONE,Private Practice Lab Technician/Technologist,Private Practice,None,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.781939,-1.300903
26332,CFK Tabitha Maternity Home,CFK Tabitha Maternity Home,44942,Level_ 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Private Company,Private Practice,Kenya MPDB,15,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.779293,-1.312338
26170,Texas Cancer Centre Nairobi West,Texas Cancer Centre Nairobi West,None,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,52,0,Nairobi,Langata,Langata,Nairobi West,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8137321,-1.3122422
25214,Brooks of Cherith (Upper Hill),Brooks of Cherith and Nutrition Centre,14898,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,20,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,None,TRUE,TRUE,TRUE,TRUE,,No,TRUE,FALSE,36.819043,-1.302629
22851,Oasis Doctors Plaza Nairobi Green House,Oasis Doctors Plaza Nairobi Green House,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.78442,-1.30227
21281,The Zambezi Hospital Limited,The Zambezi Hospital Limited,None,Level_ 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,15,0,Nairobi,Langata,Langata,South C,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.75789,-1.31156
20626,Gatwekira B Community Clinic,Gatwekira B Community Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.77853,-1.3141
20625,Karanja Road Community Clinic,Karanja Road Community Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Makina,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.7822,-1.31126
